"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","HUR","MEN","PC_LF","M","2010-02",5.4,
"JPN","HUR","MEN","PC_LF","M","2010-03",5.5,
"JPN","HUR","MEN","PC_LF","M","2010-04",5.4,
"JPN","HUR","MEN","PC_LF","M","2010-05",5.5,
"JPN","HUR","MEN","PC_LF","M","2010-06",5.5,
"JPN","HUR","MEN","PC_LF","M","2010-07",5.4,
"JPN","HUR","MEN","PC_LF","M","2010-08",5.4,
"JPN","HUR","MEN","PC_LF","M","2010-09",5.6,
"JPN","HUR","MEN","PC_LF","M","2010-10",5.4,
"JPN","HUR","MEN","PC_LF","M","2010-11",5.4,
"JPN","HUR","MEN","PC_LF","M","2010-12",5.2,
"JPN","HUR","MEN","PC_LF","M","2011-01",5.2,
"JPN","HUR","MEN","PC_LF","M","2011-02",4.9,
"JPN","HUR","MEN","PC_LF","M","2011-03",5,
"JPN","HUR","MEN","PC_LF","M","2011-04",5,
"JPN","HUR","MEN","PC_LF","M","2011-05",5,
"JPN","HUR","MEN","PC_LF","M","2011-06",4.9,
"JPN","HUR","MEN","PC_LF","M","2011-07",5,
"JPN","HUR","MEN","PC_LF","M","2011-08",4.7,
"JPN","HUR","MEN","PC_LF","M","2011-09",4.5,
"JPN","HUR","MEN","PC_LF","M","2011-10",4.8,
"JPN","HUR","MEN","PC_LF","M","2011-11",4.7,
"JPN","HUR","MEN","PC_LF","M","2011-12",4.9,
"JPN","HUR","MEN","PC_LF","M","2012-01",4.7,
"JPN","HUR","MEN","PC_LF","M","2012-02",4.7,
"JPN","HUR","MEN","PC_LF","M","2012-03",4.8,
"JPN","HUR","MEN","PC_LF","M","2012-04",4.8,
"JPN","HUR","MEN","PC_LF","M","2012-05",4.6,
"JPN","HUR","MEN","PC_LF","M","2012-06",4.6,
"JPN","HUR","MEN","PC_LF","M","2012-07",4.6,
"JPN","HUR","MEN","PC_LF","M","2012-08",4.5,
"JPN","HUR","MEN","PC_LF","M","2012-09",4.5,
"JPN","HUR","MEN","PC_LF","M","2012-10",4.3,
"JPN","HUR","MEN","PC_LF","M","2012-11",4.3,
"JPN","HUR","MEN","PC_LF","M","2012-12",4.5,
"JPN","HUR","MEN","PC_LF","M","2013-01",4.5,
"JPN","HUR","MEN","PC_LF","M","2013-02",4.6,
"JPN","HUR","MEN","PC_LF","M","2013-03",4.5,
"JPN","HUR","MEN","PC_LF","M","2013-04",4.4,
"JPN","HUR","MEN","PC_LF","M","2013-05",4.3,
"JPN","HUR","MEN","PC_LF","M","2013-06",4.2,
"JPN","HUR","MEN","PC_LF","M","2013-07",4.2,
"JPN","HUR","MEN","PC_LF","M","2013-08",4.4,
"JPN","HUR","MEN","PC_LF","M","2013-09",4.2,
"JPN","HUR","MEN","PC_LF","M","2013-10",4.2,
"JPN","HUR","MEN","PC_LF","M","2013-11",4.1,
"JPN","HUR","MEN","PC_LF","M","2013-12",3.8,
"JPN","HUR","MEN","PC_LF","M","2014-01",3.8,
"JPN","HUR","MEN","PC_LF","M","2014-02",3.7,
"JPN","HUR","MEN","PC_LF","M","2014-03",3.8,
"JPN","HUR","MEN","PC_LF","M","2014-04",3.8,
"JPN","HUR","MEN","PC_LF","M","2014-05",3.7,
"JPN","HUR","MEN","PC_LF","M","2014-06",3.9,
"JPN","HUR","MEN","PC_LF","M","2014-07",3.8,
"JPN","HUR","MEN","PC_LF","M","2014-08",3.7,
"JPN","HUR","MEN","PC_LF","M","2014-09",3.7,
"JPN","HUR","MEN","PC_LF","M","2014-10",3.8,
"JPN","HUR","MEN","PC_LF","M","2014-11",3.7,
"JPN","HUR","MEN","PC_LF","M","2014-12",3.5,
"JPN","HUR","MEN","PC_LF","M","2015-01",3.8,
"JPN","HUR","MEN","PC_LF","M","2015-02",3.6,
"JPN","HUR","MEN","PC_LF","M","2015-03",3.6,
"JPN","HUR","MEN","PC_LF","M","2015-04",3.5,
"JPN","HUR","MEN","PC_LF","M","2015-05",3.5,
"JPN","HUR","MEN","PC_LF","M","2015-06",3.6,
"JPN","HUR","MEN","PC_LF","M","2015-07",3.5,
"JPN","HUR","MEN","PC_LF","M","2015-08",3.5,
"JPN","HUR","MEN","PC_LF","M","2015-09",3.6,
"JPN","HUR","MEN","PC_LF","M","2015-10",3.4,
"JPN","HUR","MEN","PC_LF","M","2015-11",3.4,
"JPN","HUR","MEN","PC_LF","M","2015-12",3.5,
"JPN","HUR","MEN","PC_LF","M","2016-01",3.5,
"JPN","HUR","MEN","PC_LF","M","2016-02",3.6,
"JPN","HUR","MEN","PC_LF","M","2016-03",3.4,
"JPN","HUR","MEN","PC_LF","M","2016-04",3.4,
"JPN","HUR","MEN","PC_LF","M","2016-05",3.4,
"JPN","HUR","MEN","PC_LF","M","2016-06",3.2,
"JPN","HUR","MEN","PC_LF","M","2016-07",3.2,
"JPN","HUR","MEN","PC_LF","M","2016-08",3.4,
"JPN","HUR","MEN","PC_LF","M","2016-09",3.3,
"JPN","HUR","MEN","PC_LF","M","2016-10",3.2,
"JPN","HUR","MEN","PC_LF","M","2016-11",3.2,
"JPN","HUR","MEN","PC_LF","M","2016-12",3.3,
"JPN","HUR","MEN","PC_LF","M","2017-01",3.2,
"JPN","HUR","MEN","PC_LF","M","2017-02",3.1,
"JPN","HUR","MEN","PC_LF","M","2017-03",2.9,
"JPN","HUR","MEN","PC_LF","M","2017-04",2.9,
"JPN","HUR","MEN","PC_LF","M","2017-05",3.2,
"JPN","HUR","MEN","PC_LF","M","2017-06",2.9,
"JPN","HUR","MEN","PC_LF","M","2017-07",3,
"JPN","HUR","MEN","PC_LF","M","2017-08",2.9,
"JPN","HUR","MEN","PC_LF","M","2017-09",2.9,
"JPN","HUR","MEN","PC_LF","M","2017-10",2.8,
"JPN","HUR","MEN","PC_LF","M","2017-11",2.9,
"JPN","HUR","MEN","PC_LF","M","2017-12",2.8,
"JPN","HUR","MEN","PC_LF","M","2018-01",2.6,
"JPN","HUR","MEN","PC_LF","M","2018-02",2.7,
"JPN","HUR","MEN","PC_LF","M","2018-03",2.6,
"JPN","HUR","MEN","PC_LF","M","2018-04",2.7,
"JPN","HUR","MEN","PC_LF","M","2018-05",2.4,
"JPN","HUR","MEN","PC_LF","M","2018-06",2.6,
"JPN","HUR","MEN","PC_LF","M","2018-07",2.7,
"JPN","HUR","MEN","PC_LF","M","2018-08",2.6,
"JPN","HUR","MEN","PC_LF","M","2018-09",2.4,
"JPN","HUR","MEN","PC_LF","M","2018-10",2.6,
"JPN","HUR","MEN","PC_LF","M","2018-11",2.7,
"JPN","HUR","MEN","PC_LF","M","2018-12",2.6,
"JPN","HUR","MEN","PC_LF","M","2019-01",2.6,
"JPN","HUR","MEN","PC_LF","M","2019-02",2.5,
"JPN","HUR","MEN","PC_LF","M","2019-03",2.7,
"JPN","HUR","MEN","PC_LF","M","2019-04",2.5,
"JPN","HUR","MEN","PC_LF","M","2019-05",2.4,
"JPN","HUR","MEN","PC_LF","M","2019-06",2.5,
"JPN","HUR","MEN","PC_LF","M","2019-07",2.4,
"JPN","HUR","MEN","PC_LF","M","2019-08",2.4,
"JPN","HUR","MEN","PC_LF","M","2019-09",2.6,
"JPN","HUR","MEN","PC_LF","M","2019-10",2.5,
"JPN","HUR","MEN","PC_LF","M","2019-11",2.4,
"JPN","HUR","MEN","PC_LF","M","2019-12",2.4,
"JPN","HUR","MEN","PC_LF","M","2020-01",2.5,
"JPN","HUR","MEN","PC_LF","M","2020-02",2.6,
"JPN","HUR","MEN","PC_LF","M","2020-03",2.7,
"JPN","HUR","MEN","PC_LF","M","2020-04",2.8,
"JPN","HUR","MEN","PC_LF","M","2020-05",3,
"JPN","HUR","MEN","PC_LF","M","2020-06",3,
"JPN","HUR","MEN","PC_LF","M","2020-07",3,
"JPN","HUR","MEN","PC_LF","M","2020-08",3.1,
"JPN","HUR","MEN","PC_LF","M","2020-09",3.2,
"JPN","HUR","MEN","PC_LF","M","2020-10",3.4,
"JPN","HUR","MEN","PC_LF","M","2020-11",3.3,
"JPN","HUR","MEN","PC_LF","M","2020-12",3.2,
"JPN","HUR","MEN","PC_LF","M","2021-01",3.2,
"JPN","HUR","MEN","PC_LF","M","2021-02",3.1,
"JPN","HUR","MEN","PC_LF","M","2021-03",2.9,
"JPN","HUR","MEN","PC_LF","M","2021-04",3.2,
"JPN","HUR","MEN","PC_LF","M","2021-05",3.2,
"JPN","HUR","MEN","PC_LF","M","2021-06",3.1,
"JPN","HUR","MEN","PC_LF","M","2021-07",3.1,
"JPN","HUR","MEN","PC_LF","M","2021-08",3.1,
"JPN","HUR","MEN","PC_LF","M","2021-09",3,
"JPN","HUR","MEN","PC_LF","M","2021-10",2.8,
"JPN","HUR","MEN","PC_LF","M","2021-11",3,
"JPN","HUR","MEN","PC_LF","M","2021-12",2.9,
"JPN","HUR","MEN","PC_LF","M","2022-01",3,
"JPN","HUR","MEN","PC_LF","M","2022-02",3,
"CHL","HUR","WOMEN","PC_LF","A","1986",15.0775,
"CHL","HUR","WOMEN","PC_LF","A","1987",14.4125,
"CHL","HUR","WOMEN","PC_LF","A","1988",13.56,
"CHL","HUR","WOMEN","PC_LF","A","1989",10.55,
"CHL","HUR","WOMEN","PC_LF","A","1990",9.645,
"CHL","HUR","WOMEN","PC_LF","A","1991",10.31,
"CHL","HUR","WOMEN","PC_LF","A","1992",8.97,
"CHL","HUR","WOMEN","PC_LF","A","1993",9.03,
"CHL","HUR","WOMEN","PC_LF","A","1994",10.27,
"CHL","HUR","WOMEN","PC_LF","A","1995",9.52,
"CHL","HUR","WOMEN","PC_LF","A","1996",7.8825,
"CHL","HUR","WOMEN","PC_LF","A","1997",7.665,
"CHL","HUR","WOMEN","PC_LF","A","1998",7.61,
"CHL","HUR","WOMEN","PC_LF","A","1999",10.8475,
"CHL","HUR","WOMEN","PC_LF","A","2000",10.3375,
"CHL","HUR","WOMEN","PC_LF","A","2001",10.105,
"CHL","HUR","WOMEN","PC_LF","A","2002",10.145,
"CHL","HUR","WOMEN","PC_LF","A","2003",10.325,
"CHL","HUR","WOMEN","PC_LF","A","2004",11.2075,
"CHL","HUR","WOMEN","PC_LF","A","2005",10.59,
"CHL","HUR","WOMEN","PC_LF","A","2006",9.4925,
"CHL","HUR","WOMEN","PC_LF","A","2007",8.605,
"CHL","HUR","WOMEN","PC_LF","A","2008",9.51,
"CHL","HUR","WOMEN","PC_LF","A","2009",10.7,
"CHL","HUR","WOMEN","PC_LF","A","2010",9.65,
"CHL","HUR","WOMEN","PC_LF","A","2011",8.675,
"CHL","HUR","WOMEN","PC_LF","A","2012",8.011866,
"CHL","HUR","WOMEN","PC_LF","A","2013",7.052308,
"CHL","HUR","WOMEN","PC_LF","A","2014",7.069492,
"CHL","HUR","WOMEN","PC_LF","A","2015",7.026814,
"CHL","HUR","WOMEN","PC_LF","A","2016",7.227154,
"CHL","HUR","WOMEN","PC_LF","A","2017",7.550926,
"CHL","HUR","WOMEN","PC_LF","A","2018",8.253469,
"CHL","HUR","WOMEN","PC_LF","A","2019",7.960304,
"CHL","HUR","WOMEN","PC_LF","A","2020",10.98548,
"CHL","HUR","WOMEN","PC_LF","A","2021",9.185197,
"MEX","HUR","WOMEN","PC_LF","A","2001",3.548333,
"MEX","HUR","WOMEN","PC_LF","A","2002",3.741667,
"MEX","HUR","WOMEN","PC_LF","A","2003",4.305833,
"MEX","HUR","WOMEN","PC_LF","A","2004",5.099167,"B"
"MEX","HUR","WOMEN","PC_LF","A","2005",3.959703,
"MEX","HUR","WOMEN","PC_LF","A","2006",3.894676,
"MEX","HUR","WOMEN","PC_LF","A","2007",4.127341,
"MEX","HUR","WOMEN","PC_LF","A","2008",4.139741,
"MEX","HUR","WOMEN","PC_LF","A","2009",5.478209,
"MEX","HUR","WOMEN","PC_LF","A","2010",5.268552,
"MEX","HUR","WOMEN","PC_LF","A","2011",5.262735,
"MEX","HUR","WOMEN","PC_LF","A","2012",4.983295,
"MEX","HUR","WOMEN","PC_LF","A","2013",5.011517,
"MEX","HUR","WOMEN","PC_LF","A","2014",4.858718,
"MEX","HUR","WOMEN","PC_LF","A","2015",4.531106,
"MEX","HUR","WOMEN","PC_LF","A","2016",3.949706,
"MEX","HUR","WOMEN","PC_LF","A","2017",3.612637,
"MEX","HUR","WOMEN","PC_LF","A","2018",3.446678,
"MEX","HUR","WOMEN","PC_LF","A","2019",3.554591,
"MEX","HUR","WOMEN","PC_LF","A","2020",4.193473,"B"
"MEX","HUR","WOMEN","PC_LF","A","2021",4.136455,
"SVN","HUR","WOMEN","PC_LF","Q","1996-Q1",6.766667,
"SVN","HUR","WOMEN","PC_LF","Q","1996-Q2",6.7,
"SVN","HUR","WOMEN","PC_LF","Q","1996-Q3",6.6,
"SVN","HUR","WOMEN","PC_LF","Q","1996-Q4",6.8,
"SVN","HUR","WOMEN","PC_LF","Q","1997-Q1",6.866667,
"SVN","HUR","WOMEN","PC_LF","Q","1997-Q2",7.1,
"SVN","HUR","WOMEN","PC_LF","Q","1997-Q3",7.2,
"SVN","HUR","WOMEN","PC_LF","Q","1997-Q4",7.3,
"SVN","HUR","WOMEN","PC_LF","Q","1998-Q1",7.433333,
"SVN","HUR","WOMEN","PC_LF","Q","1998-Q2",7.5,
"SVN","HUR","WOMEN","PC_LF","Q","1998-Q3",7.5,
"SVN","HUR","WOMEN","PC_LF","Q","1998-Q4",7.533333,
"SVN","HUR","WOMEN","PC_LF","Q","1999-Q1",7.366667,
"SVN","HUR","WOMEN","PC_LF","Q","1999-Q2",7.866667,
"SVN","HUR","WOMEN","PC_LF","Q","1999-Q3",7.9,
"SVN","HUR","WOMEN","PC_LF","Q","1999-Q4",7.633333,
"SVN","HUR","WOMEN","PC_LF","Q","2000-Q1",6.9,
"SVN","HUR","WOMEN","PC_LF","Q","2000-Q2",7.333333,
"SVN","HUR","WOMEN","PC_LF","Q","2000-Q3",7.366667,
"SVN","HUR","WOMEN","PC_LF","Q","2000-Q4",6.533333,
"SVN","HUR","WOMEN","PC_LF","Q","2001-Q1",6.466667,
"SVN","HUR","WOMEN","PC_LF","Q","2001-Q2",6.366667,
"SVN","HUR","WOMEN","PC_LF","Q","2001-Q3",7.033333,
"SVN","HUR","WOMEN","PC_LF","Q","2001-Q4",7.333333,
"SVN","HUR","WOMEN","PC_LF","Q","2002-Q1",7.266667,
"SVN","HUR","WOMEN","PC_LF","Q","2002-Q2",6.633333,
"SVN","HUR","WOMEN","PC_LF","Q","2002-Q3",6.5,
"SVN","HUR","WOMEN","PC_LF","Q","2002-Q4",6.933333,
"SVN","HUR","WOMEN","PC_LF","Q","2003-Q1",6.866667,
"SVN","HUR","WOMEN","PC_LF","Q","2003-Q2",7.4,
"SVN","HUR","WOMEN","PC_LF","Q","2003-Q3",7.133333,
"SVN","HUR","WOMEN","PC_LF","Q","2003-Q4",7.033333,
"SVN","HUR","WOMEN","PC_LF","Q","2004-Q1",6.9,
"SVN","HUR","WOMEN","PC_LF","Q","2004-Q2",6.8,
"SVN","HUR","WOMEN","PC_LF","Q","2004-Q3",6.633333,
"SVN","HUR","WOMEN","PC_LF","Q","2004-Q4",7.066667,
"SVN","HUR","WOMEN","PC_LF","Q","2005-Q1",7.366667,
"SVN","HUR","WOMEN","PC_LF","Q","2005-Q2",6.433333,
"SVN","HUR","WOMEN","PC_LF","Q","2005-Q3",6.766667,
"SVN","HUR","WOMEN","PC_LF","Q","2005-Q4",7.633333,
"SVN","HUR","WOMEN","PC_LF","Q","2006-Q1",8.166667,
"SVN","HUR","WOMEN","PC_LF","Q","2006-Q2",7.1,
"SVN","HUR","WOMEN","PC_LF","Q","2006-Q3",6.833333,
"SVN","HUR","WOMEN","PC_LF","Q","2006-Q4",6.7,
"SVN","HUR","WOMEN","PC_LF","Q","2007-Q1",6.433333,
"SVN","HUR","WOMEN","PC_LF","Q","2007-Q2",6.033333,
"SVN","HUR","WOMEN","PC_LF","Q","2007-Q3",5.466667,
"SVN","HUR","WOMEN","PC_LF","Q","2007-Q4",5.566667,
"SVN","HUR","WOMEN","PC_LF","Q","2008-Q1",5.2,
"SVN","HUR","WOMEN","PC_LF","Q","2008-Q2",5.133333,
"SVN","HUR","WOMEN","PC_LF","Q","2008-Q3",4.5,
"SVN","HUR","WOMEN","PC_LF","Q","2008-Q4",4.566667,
"SVN","HUR","WOMEN","PC_LF","Q","2009-Q1",4.833333,
"SVN","HUR","WOMEN","PC_LF","Q","2009-Q2",5.8,
"SVN","HUR","WOMEN","PC_LF","Q","2009-Q3",6.333333,
"SVN","HUR","WOMEN","PC_LF","Q","2009-Q4",6.433333,
"SVN","HUR","WOMEN","PC_LF","Q","2010-Q1",6.566667,
"SVN","HUR","WOMEN","PC_LF","Q","2010-Q2",6.966667,
"SVN","HUR","WOMEN","PC_LF","Q","2010-Q3",7.2,
"SVN","HUR","WOMEN","PC_LF","Q","2010-Q4",7.633333,
"SVN","HUR","WOMEN","PC_LF","Q","2011-Q1",7.966667,
"SVN","HUR","WOMEN","PC_LF","Q","2011-Q2",7.8,
"SVN","HUR","WOMEN","PC_LF","Q","2011-Q3",7.933333,
"SVN","HUR","WOMEN","PC_LF","Q","2011-Q4",9.266666,
"SVN","HUR","WOMEN","PC_LF","Q","2012-Q1",8.433333,
"SVN","HUR","WOMEN","PC_LF","Q","2012-Q2",9.166667,
"SVN","HUR","WOMEN","PC_LF","Q","2012-Q3",10.2,
"SVN","HUR","WOMEN","PC_LF","Q","2012-Q4",10.13333,
"SVN","HUR","WOMEN","PC_LF","Q","2013-Q1",11.16667,
"SVN","HUR","WOMEN","PC_LF","Q","2013-Q2",11.2,
"SVN","HUR","WOMEN","PC_LF","Q","2013-Q3",10.83333,
"SVN","HUR","WOMEN","PC_LF","Q","2013-Q4",10.7,
"SVN","HUR","WOMEN","PC_LF","Q","2014-Q1",11.06667,
"SVN","HUR","WOMEN","PC_LF","Q","2014-Q2",10.6,
"SVN","HUR","WOMEN","PC_LF","Q","2014-Q3",10.43333,
"SVN","HUR","WOMEN","PC_LF","Q","2014-Q4",10.53333,
"SVN","HUR","WOMEN","PC_LF","Q","2015-Q1",10.3,
"SVN","HUR","WOMEN","PC_LF","Q","2015-Q2",10.56667,
"SVN","HUR","WOMEN","PC_LF","Q","2015-Q3",10.26667,
"SVN","HUR","WOMEN","PC_LF","Q","2015-Q4",9.333333,
"SVN","HUR","WOMEN","PC_LF","Q","2016-Q1",8.966666,
"SVN","HUR","WOMEN","PC_LF","Q","2016-Q2",8.733334,
"SVN","HUR","WOMEN","PC_LF","Q","2016-Q3",8.233334,
"SVN","HUR","WOMEN","PC_LF","Q","2016-Q4",8.466666,
"SVN","HUR","WOMEN","PC_LF","Q","2017-Q1",7.733333,
"SVN","HUR","WOMEN","PC_LF","Q","2017-Q2",7.733333,
"SVN","HUR","WOMEN","PC_LF","Q","2017-Q3",7.733333,
"SVN","HUR","WOMEN","PC_LF","Q","2017-Q4",6.7,
"SVN","HUR","WOMEN","PC_LF","Q","2018-Q1",6.166667,
"SVN","HUR","WOMEN","PC_LF","Q","2018-Q2",5.833333,
"SVN","HUR","WOMEN","PC_LF","Q","2018-Q3",5.933333,
"SVN","HUR","WOMEN","PC_LF","Q","2018-Q4",5,
"SVN","HUR","WOMEN","PC_LF","Q","2019-Q1",5.233333,
"SVN","HUR","WOMEN","PC_LF","Q","2019-Q2",4.833333,
"SVN","HUR","WOMEN","PC_LF","Q","2019-Q3",5.133333,
"SVN","HUR","WOMEN","PC_LF","Q","2019-Q4",4.7,
"SVN","HUR","WOMEN","PC_LF","Q","2020-Q1",4.7,
"SVN","HUR","WOMEN","PC_LF","Q","2020-Q2",6.1,
"SVN","HUR","WOMEN","PC_LF","Q","2020-Q3",6.066667,
"SVN","HUR","WOMEN","PC_LF","Q","2020-Q4",5.9,
"SVN","HUR","WOMEN","PC_LF","Q","2021-Q1",6.4,
"SVN","HUR","WOMEN","PC_LF","Q","2021-Q2",5.466667,
"SVN","HUR","WOMEN","PC_LF","Q","2021-Q3",4.233333,
"SVN","HUR","WOMEN","PC_LF","Q","2021-Q4",5.066667,
"HUN","HUR","MEN","PC_LF","Q","1996-Q1",10.93333,
"HUN","HUR","MEN","PC_LF","Q","1996-Q2",10.7,
"HUN","HUR","MEN","PC_LF","Q","1996-Q3",10.6,
"HUN","HUR","MEN","PC_LF","Q","1996-Q4",10.33333,
"HUN","HUR","MEN","PC_LF","Q","1997-Q1",10.06667,
"HUN","HUR","MEN","PC_LF","Q","1997-Q2",9.933333,
"HUN","HUR","MEN","PC_LF","Q","1997-Q3",9.9,
"HUN","HUR","MEN","PC_LF","Q","1997-Q4",9.866667,
"HUN","HUR","MEN","PC_LF","Q","1998-Q1",9.833333,
"HUN","HUR","MEN","PC_LF","Q","1998-Q2",9.6,
"HUN","HUR","MEN","PC_LF","Q","1998-Q3",9.233334,
"HUN","HUR","MEN","PC_LF","Q","1998-Q4",8.633333,
"HUN","HUR","MEN","PC_LF","Q","1999-Q1",7.7,
"HUN","HUR","MEN","PC_LF","Q","1999-Q2",7.5,
"HUN","HUR","MEN","PC_LF","Q","1999-Q3",7.266667,
"HUN","HUR","MEN","PC_LF","Q","1999-Q4",7.166667,
"HUN","HUR","MEN","PC_LF","Q","2000-Q1",7.066667,
"HUN","HUR","MEN","PC_LF","Q","2000-Q2",6.9,
"HUN","HUR","MEN","PC_LF","Q","2000-Q3",6.633333,
"HUN","HUR","MEN","PC_LF","Q","2000-Q4",6.433333,
"HUN","HUR","MEN","PC_LF","Q","2001-Q1",6.233333,
"HUN","HUR","MEN","PC_LF","Q","2001-Q2",6.133333,
"HUN","HUR","MEN","PC_LF","Q","2001-Q3",6.033333,
"HUN","HUR","MEN","PC_LF","Q","2001-Q4",6,
"HUN","HUR","MEN","PC_LF","Q","2002-Q1",5.933333,
"HUN","HUR","MEN","PC_LF","Q","2002-Q2",5.9,
"HUN","HUR","MEN","PC_LF","Q","2002-Q3",5.966667,
"HUN","HUR","MEN","PC_LF","Q","2002-Q4",6.066667,
"HUN","HUR","MEN","PC_LF","Q","2003-Q1",6.033333,
"HUN","HUR","MEN","PC_LF","Q","2003-Q2",6.033333,
"HUN","HUR","MEN","PC_LF","Q","2003-Q3",5.9,
"HUN","HUR","MEN","PC_LF","Q","2003-Q4",5.766667,
"HUN","HUR","MEN","PC_LF","Q","2004-Q1",5.933333,
"HUN","HUR","MEN","PC_LF","Q","2004-Q2",5.933333,
"HUN","HUR","MEN","PC_LF","Q","2004-Q3",6.066667,
"HUN","HUR","MEN","PC_LF","Q","2004-Q4",6.333333,
"HUN","HUR","MEN","PC_LF","Q","2005-Q1",6.533333,
"HUN","HUR","MEN","PC_LF","Q","2005-Q2",6.966667,
"HUN","HUR","MEN","PC_LF","Q","2005-Q3",7.166667,
"HUN","HUR","MEN","PC_LF","Q","2005-Q4",7.266667,
"HUN","HUR","MEN","PC_LF","Q","2006-Q1",7.266667,
"HUN","HUR","MEN","PC_LF","Q","2006-Q2",6.966667,
"HUN","HUR","MEN","PC_LF","Q","2006-Q3",7.2,
"HUN","HUR","MEN","PC_LF","Q","2006-Q4",7.266667,
"HUN","HUR","MEN","PC_LF","Q","2007-Q1",7,
"HUN","HUR","MEN","PC_LF","Q","2007-Q2",6.966667,
"HUN","HUR","MEN","PC_LF","Q","2007-Q3",7.033333,
"HUN","HUR","MEN","PC_LF","Q","2007-Q4",7.566667,
"HUN","HUR","MEN","PC_LF","Q","2008-Q1",7.2,
"HUN","HUR","MEN","PC_LF","Q","2008-Q2",7.366667,
"HUN","HUR","MEN","PC_LF","Q","2008-Q3",7.666667,
"HUN","HUR","MEN","PC_LF","Q","2008-Q4",8.266666,"B"
"HUN","HUR","MEN","PC_LF","Q","2009-Q1",9.566667,
"HUN","HUR","MEN","PC_LF","Q","2009-Q2",9.933333,
"HUN","HUR","MEN","PC_LF","Q","2009-Q3",10.73333,
"HUN","HUR","MEN","PC_LF","Q","2009-Q4",10.93333,
"HUN","HUR","MEN","PC_LF","Q","2010-Q1",11.9,
"HUN","HUR","MEN","PC_LF","Q","2010-Q2",11.83333,
"HUN","HUR","MEN","PC_LF","Q","2010-Q3",11.33333,
"HUN","HUR","MEN","PC_LF","Q","2010-Q4",11.36667,
"HUN","HUR","MEN","PC_LF","Q","2011-Q1",11.63333,
"HUN","HUR","MEN","PC_LF","Q","2011-Q2",10.86667,
"HUN","HUR","MEN","PC_LF","Q","2011-Q3",10.96667,
"HUN","HUR","MEN","PC_LF","Q","2011-Q4",10.96667,
"HUN","HUR","MEN","PC_LF","Q","2012-Q1",11.6,
"HUN","HUR","MEN","PC_LF","Q","2012-Q2",11.46667,
"HUN","HUR","MEN","PC_LF","Q","2012-Q3",11.03333,
"HUN","HUR","MEN","PC_LF","Q","2012-Q4",11.1,
"HUN","HUR","MEN","PC_LF","Q","2013-Q1",11.6,
"HUN","HUR","MEN","PC_LF","Q","2013-Q2",10.03333,
"HUN","HUR","MEN","PC_LF","Q","2013-Q3",9.9,
"HUN","HUR","MEN","PC_LF","Q","2013-Q4",9.066667,
"HUN","HUR","MEN","PC_LF","Q","2014-Q1",7.666667,
"HUN","HUR","MEN","PC_LF","Q","2014-Q2",7.966667,
"HUN","HUR","MEN","PC_LF","Q","2014-Q3",7.266667,
"HUN","HUR","MEN","PC_LF","Q","2014-Q4",7.266667,
"HUN","HUR","MEN","PC_LF","Q","2015-Q1",7.4,
"HUN","HUR","MEN","PC_LF","Q","2015-Q2",6.733333,
"HUN","HUR","MEN","PC_LF","Q","2015-Q3",6.3,
"HUN","HUR","MEN","PC_LF","Q","2015-Q4",6.166667,
"HUN","HUR","MEN","PC_LF","Q","2016-Q1",5.666667,
"HUN","HUR","MEN","PC_LF","Q","2016-Q2",5.233333,
"HUN","HUR","MEN","PC_LF","Q","2016-Q3",4.866667,
"HUN","HUR","MEN","PC_LF","Q","2016-Q4",4.5,
"HUN","HUR","MEN","PC_LF","Q","2017-Q1",4.233333,
"HUN","HUR","MEN","PC_LF","Q","2017-Q2",4,
"HUN","HUR","MEN","PC_LF","Q","2017-Q3",3.633333,
"HUN","HUR","MEN","PC_LF","Q","2017-Q4",3.4,
"HUN","HUR","MEN","PC_LF","Q","2018-Q1",3.366667,
"HUN","HUR","MEN","PC_LF","Q","2018-Q2",3.5,
"HUN","HUR","MEN","PC_LF","Q","2018-Q3",3.366667,
"HUN","HUR","MEN","PC_LF","Q","2018-Q4",3.566667,
"HUN","HUR","MEN","PC_LF","Q","2019-Q1",3.466667,
"HUN","HUR","MEN","PC_LF","Q","2019-Q2",3.4,
"HUN","HUR","MEN","PC_LF","Q","2019-Q3",3.3,
"HUN","HUR","MEN","PC_LF","Q","2019-Q4",3.333333,
"HUN","HUR","MEN","PC_LF","Q","2020-Q1",3.533333,
"HUN","HUR","MEN","PC_LF","Q","2020-Q2",4.4,
"HUN","HUR","MEN","PC_LF","Q","2020-Q3",4.233333,
"HUN","HUR","MEN","PC_LF","Q","2020-Q4",4.166667,
"HUN","HUR","MEN","PC_LF","Q","2021-Q1",4.066667,
"HUN","HUR","MEN","PC_LF","Q","2021-Q2",4,
"HUN","HUR","MEN","PC_LF","Q","2021-Q3",3.8,
"HUN","HUR","MEN","PC_LF","Q","2021-Q4",3.633333,
"ISR","HUR","MEN","PC_LF","A","1995",5.563846,
"ISR","HUR","MEN","PC_LF","A","1996",5.812672,
"ISR","HUR","MEN","PC_LF","A","1997",6.815804,
"ISR","HUR","MEN","PC_LF","A","1998",8.000428,
"ISR","HUR","MEN","PC_LF","A","1999",8.46594,
"ISR","HUR","MEN","PC_LF","A","2000",8.431294,
"ISR","HUR","MEN","PC_LF","A","2001",8.897871,
"ISR","HUR","MEN","PC_LF","A","2002",10.05163,
